1758855610.619315000	10.0.0.48	121.167.147.35	6	112
1758855610.621502000	10.0.0.48	121.167.147.35	6	112
1758855610.621626000	10.0.0.48	121.167.147.35	6	128
1758855610.624437000	10.0.0.48	121.167.147.35	6	208
1758855610.624780000	10.0.0.48	121.167.147.35	6	448
1758855610.625140000	10.0.0.48	121.167.147.35	6	192
1758855610.628729000	121.167.147.35	10.0.0.48	6	66
1758855610.630092000	10.0.0.48	121.167.147.35	6	176
1758855610.631785000	121.167.147.35	10.0.0.48	6	66
1758855610.636781000	121.167.147.35	10.0.0.48	6	66
1758855610.645082000	121.167.147.35	10.0.0.48	6	66
1758855610.658542000	10.0.0.48	121.167.147.35	6	272
1758855610.658615000	10.0.0.48	121.167.147.35	6	112
1758855610.658695000	10.0.0.48	121.167.147.35	6	112
1758855610.670973000	121.167.147.35	10.0.0.48	6	66
1758855610.716607000	121.167.147.35	10.0.0.48	6	66
1758855622.320348000	10.0.0.48	169.254.169.123	17	96
1758855622.320513000	169.254.169.123	10.0.0.48	17	96
1758855634.774820000	121.167.147.35	10.0.0.48	6	112
1758855634.814872000	10.0.0.48	121.167.147.35	6	60
1758855638.485378000	10.0.0.48	169.254.169.123	17	96
1758855638.485615000	169.254.169.123	10.0.0.48	17	96
1758855654.719794000	10.0.0.48	169.254.169.123	17	96
1758855654.720041000	169.254.169.123	10.0.0.48	17	96
1758855670.863483000	10.0.0.48	169.254.169.123	17	96
1758855670.863688000	169.254.169.123	10.0.0.48	17	96
1758855686.974318000	10.0.0.48	169.254.169.123	17	96
1758855686.974487000	169.254.169.123	10.0.0.48	17	96
1758855694.784389000	121.167.147.35	10.0.0.48	6	112
1758855694.784431000	10.0.0.48	121.167.147.35	6	60
1758855703.227758000	10.0.0.48	169.254.169.123	17	96
1758855703.227967000	169.254.169.123	10.0.0.48	17	96
1758855719.341985000	10.0.0.48	169.254.169.123	17	96
1758855719.342193000	169.254.169.123	10.0.0.48	17	96
1758855735.431027000	10.0.0.48	169.254.169.123	17	96
1758855735.431245000	169.254.169.123	10.0.0.48	17	96
1758855751.662088000	10.0.0.48	169.254.169.123	17	96
1758855751.662308000	169.254.169.123	10.0.0.48	17	96
1758855754.783610000	121.167.147.35	10.0.0.48	6	112
1758855754.783656000	10.0.0.48	121.167.147.35	6	60
1758855767.685267000	10.0.0.48	169.254.169.123	17	96
1758855767.685469000	169.254.169.123	10.0.0.48	17	96
1758855783.790159000	10.0.0.48	169.254.169.123	17	96
1758855783.790456000	169.254.169.123	10.0.0.48	17	96
1758855800.050936000	10.0.0.48	169.254.169.123	17	96
1758855800.051140000	169.254.169.123	10.0.0.48	17	96
1758855814.786801000	121.167.147.35	10.0.0.48	6	112
1758855814.786851000	10.0.0.48	121.167.147.35	6	60
1758855816.357978000	10.0.0.48	169.254.169.123	17	96
1758855816.358212000	169.254.169.123	10.0.0.48	17	96
1758855832.552937000	10.0.0.48	169.254.169.123	17	96
1758855832.553178000	169.254.169.123	10.0.0.48	17	96
1758855848.594095000	10.0.0.48	169.254.169.123	17	96
1758855848.594360000	169.254.169.123	10.0.0.48	17	96
1758855860.324088000	10.0.0.48	193.123.243.2	17	96
1758855860.327553000	193.123.243.2	10.0.0.48	17	96
1758855864.723418000	10.0.0.48	169.254.169.123	17	96
1758855864.723665000	169.254.169.123	10.0.0.48	17	96
1758855874.792709000	121.167.147.35	10.0.0.48	6	112
1758855874.792759000	10.0.0.48	121.167.147.35	6	60
1758855880.977863000	10.0.0.48	169.254.169.123	17	96
1758855880.978098000	169.254.169.123	10.0.0.48	17	96
1758855897.254248000	10.0.0.48	169.254.169.123	17	96
1758855897.254466000	169.254.169.123	10.0.0.48	17	96
1758855913.373670000	10.0.0.48	169.254.169.123	17	96
1758855913.373878000	169.254.169.123	10.0.0.48	17	96
1758855916.631268000	10.0.0.48	221.151.118.78	17	96
1758855916.635488000	221.151.118.78	10.0.0.48	17	96
1758855929.390022000	10.0.0.48	169.254.169.123	17	96
1758855929.390248000	169.254.169.123	10.0.0.48	17	96
1758855934.804604000	121.167.147.35	10.0.0.48	6	112
1758855934.804656000	10.0.0.48	121.167.147.35	6	60
1758855945.600418000	10.0.0.48	169.254.169.123	17	96
1758855945.600671000	169.254.169.123	10.0.0.48	17	96
1758855961.478572000	10.0.0.48	15.164.209.197	6	300
1758855961.479172000	15.164.209.197	10.0.0.48	6	72
1758855961.527534000	10.0.0.48	15.164.209.197	6	228
1758855961.530244000	15.164.209.197	10.0.0.48	6	72
1758855961.786373000	10.0.0.48	169.254.169.123	17	96
1758855961.786608000	169.254.169.123	10.0.0.48	17	96
1758855972.826758000	121.167.147.35	10.0.0.48	6	96
1758855972.826812000	10.0.0.48	121.167.147.35	6	60
1758855972.830138000	10.0.0.48	121.167.147.35	6	96
1758855972.832271000	10.0.0.48	121.167.147.35	6	112
1758855972.832488000	10.0.0.48	121.167.147.35	6	160
1758855972.839281000	121.167.147.35	10.0.0.48	6	66
1758855972.881417000	121.167.147.35	10.0.0.48	6	66
1758855972.890793000	121.167.147.35	10.0.0.48	6	96
1758855972.892433000	10.0.0.48	121.167.147.35	6	112
1758855972.894221000	10.0.0.48	121.167.147.35	6	128
1758855972.901430000	121.167.147.35	10.0.0.48	6	66
1758855972.986803000	121.167.147.35	10.0.0.48	6	96
1758855972.987699000	10.0.0.48	121.167.147.35	6	128
1758855972.991405000	10.0.0.48	121.167.147.35	6	144
1758855972.998660000	121.167.147.35	10.0.0.48	6	66
1758855973.068568000	121.167.147.35	10.0.0.48	6	96
1758855973.069750000	10.0.0.48	121.167.147.35	6	128
1758855973.128490000	121.167.147.35	10.0.0.48	6	66
1758855973.274171000	121.167.147.35	10.0.0.48	6	96
1758855973.277088000	10.0.0.48	121.167.147.35	6	288
1758855973.278994000	10.0.0.48	121.167.147.35	6	144
1758855973.286102000	121.167.147.35	10.0.0.48	6	66
1758855973.529148000	121.167.147.35	10.0.0.48	6	96
1758855973.532612000	10.0.0.48	121.167.147.35	6	304
1758855973.534551000	10.0.0.48	121.167.147.35	6	128
1758855973.534794000	10.0.0.48	121.167.147.35	6	144
1758855973.541378000	121.167.147.35	10.0.0.48	6	66
1758855973.552460000	121.167.147.35	10.0.0.48	6	96
1758855973.555732000	10.0.0.48	121.167.147.35	6	288
1758855973.557059000	10.0.0.48	121.167.147.35	6	112
1758855973.557441000	10.0.0.48	121.167.147.35	6	160
1758855973.563872000	121.167.147.35	10.0.0.48	6	66
1758855973.601210000	121.167.147.35	10.0.0.48	6	96
1758855973.602765000	10.0.0.48	121.167.147.35	6	272
1758855973.629847000	121.167.147.35	10.0.0.48	6	96
1758855973.663745000	121.167.147.35	10.0.0.48	6	96
1758855973.663796000	10.0.0.48	121.167.147.35	6	60
1758855973.697148000	121.167.147.35	10.0.0.48	6	96
1758855973.719711000	121.167.147.35	10.0.0.48	6	96
1758855973.719815000	10.0.0.48	121.167.147.35	6	60
1758855973.722831000	10.0.0.48	121.167.147.35	6	96
1758855973.725516000	10.0.0.48	121.167.147.35	6	112
1758855973.725840000	10.0.0.48	121.167.147.35	6	128
1758855973.733168000	121.167.147.35	10.0.0.48	6	66
1758855973.785174000	121.167.147.35	10.0.0.48	6	66
1758855973.811638000	121.167.147.35	10.0.0.48	6	96
1758855973.812606000	10.0.0.48	121.167.147.35	6	112
1758855973.869002000	121.167.147.35	10.0.0.48	6	66
1758855973.894839000	121.167.147.35	10.0.0.48	6	96
1758855973.896756000	10.0.0.48	121.167.147.35	6	112
1758855973.896847000	10.0.0.48	121.167.147.35	6	112
1758855973.899489000	10.0.0.48	121.167.147.35	6	112
1758855973.899736000	10.0.0.48	121.167.147.35	6	128
1758855973.902388000	10.0.0.48	121.167.147.35	6	208
1758855973.902700000	10.0.0.48	121.167.147.35	6	448
1758855973.902949000	10.0.0.48	121.167.147.35	6	176
1758855973.903025000	10.0.0.48	121.167.147.35	6	128
1758855973.904676000	121.167.147.35	10.0.0.48	6	66
1758855973.906923000	121.167.147.35	10.0.0.48	6	66
1758855973.907623000	10.0.0.48	121.167.147.35	6	176
1758855973.909457000	121.167.147.35	10.0.0.48	6	66
1758855973.909457000	121.167.147.35	10.0.0.48	6	66
1758855973.937833000	10.0.0.48	121.167.147.35	6	272
1758855973.937968000	10.0.0.48	121.167.147.35	6	112
1758855973.938042000	10.0.0.48	121.167.147.35	6	112
1758855973.945918000	121.167.147.35	10.0.0.48	6	66
1758855973.945919000	121.167.147.35	10.0.0.48	6	66
1758855974.600996000	121.167.147.35	10.0.0.48	6	96
1758855974.604471000	10.0.0.48	121.167.147.35	6	96
1758855974.608000000	10.0.0.48	121.167.147.35	6	128
1758855974.608218000	10.0.0.48	121.167.147.35	6	144
1758855974.615307000	121.167.147.35	10.0.0.48	6	66
1758855974.648410000	121.167.147.35	10.0.0.48	6	96
1758855974.649530000	10.0.0.48	121.167.147.35	6	128
1758855974.651009000	10.0.0.48	121.167.147.35	6	128
1758855974.657349000	121.167.147.35	10.0.0.48	6	66
1758855974.750605000	121.167.147.35	10.0.0.48	6	96
1758855974.751519000	10.0.0.48	121.167.147.35	6	128
1758855974.753579000	10.0.0.48	121.167.147.35	6	128
1758855974.767259000	121.167.147.35	10.0.0.48	6	66
1758855974.799598000	121.167.147.35	10.0.0.48	6	96
1758855974.802494000	10.0.0.48	121.167.147.35	6	112
1758855974.804534000	10.0.0.48	121.167.147.35	6	112
1758855974.804741000	10.0.0.48	121.167.147.35	6	112
1758855974.812076000	121.167.147.35	10.0.0.48	6	66
1758855974.861348000	121.167.147.35	10.0.0.48	6	66
1758855974.971518000	121.167.147.35	10.0.0.48	6	96
1758855974.972558000	10.0.0.48	121.167.147.35	6	128
1758855975.024687000	121.167.147.35	10.0.0.48	6	96
1758855975.026796000	10.0.0.48	121.167.147.35	6	128
1758855975.076577000	121.167.147.35	10.0.0.48	6	66
1758855975.095711000	121.167.147.35	10.0.0.48	6	96
1758855975.096698000	10.0.0.48	121.167.147.35	6	128
1758855975.139089000	121.167.147.35	10.0.0.48	6	96
1758855975.141091000	10.0.0.48	121.167.147.35	6	112
1758855975.141436000	10.0.0.48	121.167.147.35	6	112
1758855975.144637000	10.0.0.48	121.167.147.35	6	112
1758855975.145148000	10.0.0.48	121.167.147.35	6	128
1758855975.145275000	10.0.0.48	121.167.147.35	6	448
1758855975.145413000	10.0.0.48	121.167.147.35	6	192
1758855975.148480000	121.167.147.35	10.0.0.48	6	66
1758855975.149616000	10.0.0.48	121.167.147.35	6	176
1758855975.152398000	121.167.147.35	10.0.0.48	6	66
1758855975.152398000	121.167.147.35	10.0.0.48	6	66
1758855975.178451000	10.0.0.48	121.167.147.35	6	272
